NAME,HT,WT,CLASS,HOMETOWN,STATE,SCHOOL,GPA,CRIMES,INJURIES,SCHOOLID,MAJOR
Jack Nunge,83,225,FR,Newburgh,IN,Iowa,3.5,0,0,127448984,Sports Management
Jordan Bohannon,73,180,SO,Marion,IA,Iowa,2.97,0,3,318578641,Industrial Engineering
Isaiah Moss,77,205,SO,Chicago,IL,Iowa,3.18,0,1,900588781,Public Policy
Tyler Cook,81,255,SO,St. Louis,MO,Iowa,3.63,0,1,547438536,Sports Management
Charlie Rose,76,190,SR,Elmhurst,IL,Iowa,2.66,0,1,35701537,Economics
Austin Ash,74,160,FR,Cedar Rapids,IA,Iowa,3.81,0,2,459384904,Electrical Engineering
Ryan Kriener,81,250,SO,Spirit Lake,IA,Iowa,2.64,0,2,46044373,Animal Science
Riley Till,79,200,FR,Dubuque,IA,Iowa,3.51,0,1,437917503,Mechanical Engineering
Brady Ellingson,76,196,JR,Menomonee Falls,WI,Iowa,2.58,0,1,121676376,Exercise Science
Dom Uhl,81,220,SR,Frankfurt,Germany,Iowa,2.41,0,2,451819269,Dance
Connor McCaffery,77,200,FR,Iowa City,IA,Iowa,3.24,0,2,635763309,Sports Management
Cordell Pemsl,80,240,SO,Dubuque,IA,Iowa,2.55,0,4,161943635,Gender Studies
Nicholas Baer,79,210,JR,Bettendorf,IA,Iowa,2.62,0,1,806589690,Economics
Luka Garza,83,235,FR,Washington,DC,Iowa,3.47,0,1,427352798,Dance
Trent Frazier,73,170,FR,Wellington,FL,Illinois,3.45,0,2,586207556,Economics
Kipper Nichols,78,225,SO,Cleveland,OH,Illinois,3.38,0,3,729946875,Psychology
Te'Jon Lucas,73,180,SO,Milwaukee,WI,Illinois,3.58,1,0,629513770,Theater
Matic Vesel,81,215,FR,Ljubljana,Slovenia,Illinois,3.59,0,3,893703623,Sports Management
Drew Cayce,73,175,SO,Libertyville,IL,Illinois,3.09,0,0,227396061,Communication
Greg Eboigbodin,81,225,FR,Benin City,Nigeria,Illinois,3.5,2,0,104359493,Computer Science
Leron Black,79,230,JR,Memphis,TN,Illinois,3.22,2,1,41609310,Business
Mark Smith,76,225,FR,Edwardsville,IL,Illinois,3.24,0,1,486823296,Industrial Engineering
Da'Monte Williams,75,190,FR,Peoria,IL,Illinois,3.37,0,2,678180483,Economics
Aaron Jordan,77,210,JR,Plainfield,IL,Illinois,2.75,0,2,252165015,Communication
Mark Alstork,77,190,SR,Dayton,OH,Illinois,3.52,0,2,166734392,Communication
Tyler Underwood,74,180,SO,Champaign,IL,Illinois,2.37,1,1,366086607,Economics
Samson Oladimeji,76,200,SO,Rolling Meadows,IL,Illinois,3.19,0,0,721779372,Electrical Engineering
Clayton Jones,73,190,SR,Champaign,IL,Illinois,2.9,1,2,713016971,Chemical Engineering
Michael Finke,82,235,JR,Champaign,IL,Illinois,3.54,2,2,994260500,Mechanical Engineering
Cameron Liss,78,220,JR,Northbrook,IL,Illinois,2.59,0,2,435648371,Electrical Engineering
Micah Potter,81,240,SO,Mentor,OH,Ohio State,3.18,1,1,127685219,Economics
Jae'Sean Tate,76,230,SR,Pickerington,OH,Ohio State,3.75,2,0,210584421,Labor Studies
Musa Jallow,77,200,FR,Bloomington,IN,Ohio State,2.87,2,2,67147907,Exercise Science
C.J. Jackson,73,175,JR,Charlotte,NC,Ohio State,2.69,1,1,702816665,Communication
Andrew Dakich,74,190,SR,Zionsville,IN,Ohio State,4,1,1,459992093,Psychology
Joey Lane,73,180,JR,Deerfield,IL,Ohio State,3.52,2,0,758351817,Chemical Engineering
Kam Williams,74,185,SR,Baltimore,MD,Ohio State,3.47,0,0,993845670,Communication
Andre Wesson,78,220,SO,Westerville,OH,Ohio State,2.88,2,2,817289295,Exercise Science
Kyle Young,80,205,FR,Massillon,OH,Ohio State,3.04,2,3,711769958,Dance
Keita Bates-Diop,79,235,JR,Normal,IL,Ohio State,3.04,3,1,444127040,Dance
Kaleb Wesson,81,270,FR,Westerville,OH,Ohio State,3.83,0,2,39981107,Communication
Daniel Hummer,73,175,JR,Upper Arlington,OH,Ohio State,3.69,1,0,569278539,English 
Matt Lehmann,76,205,JR,Columbus,OH,Ohio State,3.36,6,1,506354426,Labor Studies
Connor Fulton,76,175,FR,Salt Lake City,UT,Ohio State,2.5,0,2,342522295,Sports Management
Curtis Jones,76,175,SO,Richmond,VA,Indiana,3.69,0,2,873807340,Electrical Engineering
Aljami Durham,76,175,FR,Lilburn,GA,Indiana,2.94,0,3,143140322,Sports Management
Josh Newkirk,73,195,SR,Raleigh,NC,Indiana,2.96,0,1,837819217,Labor Studies
Justin Smith,79,220,FR,Buffalo Grove,IL,Indiana,3.01,0,2,394180247,Creative Writing
Robert Johnson,75,195,SR,Richmond,VA,Indiana,2.95,0,1,814875689,Sports Management
Quentin Taylor,74,187,JR,Indianapolis,IN,Indiana,3.47,0,2,122144821,Industrial Engineering
Johnny Jager,73,185,SO,Bloomington,IN,Indiana,3.35,0,3,377231098,Criminal Justice
Devonte Green,75,186,SO,North Babylon,NY,Indiana,3.24,0,1,619877255,Sports Management
Ethan Lasko,74,171,FR,Hollywood,FL,Indiana,3.48,0,1,215753086,Dance
Juwan Morgan,80,230,JR,Waynesville,MO,Indiana,3.18,0,3,968730824,Exercise Science
Zach McRoberts,78,205,JR,Carmel,IN,Indiana,3.42,0,1,309957579,Computer Science
De'Ron Davis,82,249,SO,Park Hill,CO,Indiana,3.18,1,2,910197883,Communication
Freddie McSwain Jr.,78,220,SR,Hinesville,GA,Indiana,3.78,0,2,585185620,Exercise Science
Clifton Moore,82,220,FR,Ambler,PA,Indiana,3.18,0,0,217524163,Sports Management
Vijay Blackmon,74,175,SO,Marion,IN,Indiana,3.12,0,1,154401704,Chemical Engineering
Race Thompson,80,220,FR,Plymouth,MN,Indiana,2.46,1,1,810830650,English 
Collin Hartman,79,220,SR,Indianapolis,IN,Indiana,2.39,0,1,491017984,History
Tim Priller,81,225,SR,North Richland Hills,TX,Indiana,3.89,2,1,643196075,Exercise Science
Deividas Zemgulis,78,220,JR,Kaunas,Lithuania,Penn State,2.31,5,0,752147405,Labor Studies
Satchel Pierce,85,255,JR,Barberton,OH,Penn State,1.51,1,2,99908125,Economics
Nazeer Bostick,76,203,SO,Philadelphia,PA,Penn State,2.13,0,2,816481579,Industrial Engineering
Jamari Wheeler,73,170,FR,Live Oak,FL,Penn State,2.02,0,3,923810390,Psychology
Tony Carr,77,204,SO,Philadelphia,PA,Penn State,2.92,0,0,199561570,Computer Engineering
Lamar Stevens,80,226,SO,North Wales,PA,Penn State,2.54,4,3,406761732,Labor Studies
Taylor Nussbaum,74,175,FR,South Salem,NY,Penn State,2.56,0,4,939340726,Music
John Harrar,81,243,FR,Wallingford,PA,Penn State,1.64,0,1,512749091,Geography
Grant Hazle,77,192,SO,Kingwood,TX,Penn State,2.45,2,1,956735579,Public Policy
Josh Reaves,76,210,JR,Fairfax,VA,Penn State,2.42,3,1,153260725,Geography
Mike Watkins,81,254,SO,Philadelphia,PA,Penn State,2.08,1,0,717348302,Music
Shep Garner,74,196,SR,Chester,PA,Penn State,2.08,3,2,692928660,Sports Management
Trent Buttrick,80,234,FR,Bloomsburg,PA,Penn State,3,3,0,182042204,Exercise Science
Julian Moore,82,248,SR,Philadelphia,PA,Penn State,2.21,1,3,584884158,Criminal Justice
Duby Okeke,80,247,SR,Jonesboro,GA,Nebraska,3.24,0,2,46929664,Public Policy
Malcolm Laws,73,191,SR,Orlando,FL,Nebraska,3.45,0,1,652845765,Labor Studies
Johnny Trueblood,75,192,SO,Omaha,NE,Nebraska,3.4,0,1,742701555,Industrial Engineering
Glynn Watson Jr.,73,173,JR,Bellwood,IL,Nebraska,3.41,0,2,807912044,Exercise Science
Jack McVeigh,80,215,JR,Cabarita Beach,NSW,Nebraska,3.29,0,0,37882320,Finance
Evan Taylor,77,206,SR,Cincinnati,OH,Nebraska,3.42,0,1,589348288,Political Science
Thomas Allen,73,180,FR,Raleigh,NC,Nebraska,3.6,0,0,172440496,Industrial Engineering
Anton Gill,75,195,SR,Raleigh,NC,Nebraska,4,0,0,945305291,Sports Management
Isaac Copeland,81,221,JR,Raleigh,NC,Nebraska,3.96,0,1,894037123,Economics
Isaiah Roby,80,226,SO,Dixon,IL,Nebraska,3.55,0,2,451692051,Economics
Tanner Borchardt,80,265,JR,Gothenburg,NE,Nebraska,3.62,0,0,472544793,Psychology
James Palmer Jr.,78,210,JR,Upper Marlboro,MD,Nebraska,2.98,0,1,966507887,Finance
Nana Akenten,78,215,FR,Bolingbrook,IL,Nebraska,2.82,0,3,753641494,Sports Management
Jordy Tshimanga,83,268,SO,Montreal,PQ,Nebraska,3.57,0,0,846344640,Psychology
Justin Costello,73,180,FR,Omaha,NE,Nebraska,2.97,0,1,329445039,Gender Studies
Thorir Thorbjarnarson,77,194,FR,Reykjavik,Iceland,Nebraska,3.35,1,0,126160717,Communication
Geo Baker,76,180,FR,Derry,NH,Rutgers,3.23,9,2,155008624,Sports Management
Candido Sa,81,235,SR,Lisbon,Portugal,Rutgers,3.52,12,0,154006735,Communication
Shaquille Doorson,85,275,JR,Amsterdam,Netherlands,Rutgers,2.27,6,2,150000970,Biology
Corey Sanders,74,176,JR,Lakeland,FL,Rutgers,3.31,13,1,153008838,Economics
Mike Williams,74,196,SR,Brooklyn,NY,Rutgers,2.81,9,2,150004803,Exercise Science
Jake Dadika,73,170,SR,Milltown,NJ,Rutgers,4,9,0,158002934,Labor Studies
Eugene Omoruyi,79,234,SO,Rexdale,ON,Rutgers,3.71,4,2,157006016,Economics
Matt Bullock,76,260,SO,Elizabeth,NJ,Rutgers,2.96,13,3,150001300,Exercise Science
Myles Johnson,82,264,FR,Long Beach,CA,Rutgers,4,4,0,151003784,Sports Management
Mamadou Doucoure,81,243,FR,Bamako,Mali,Rutgers,2.65,10,2,152006917,Creative Writing
Joey Downes,71,170,SO,East Sandwich,MA,Rutgers,4,17,2,152009662,Dance
Aaren Smith,78,205,SO,Ellicott City,MD,Rutgers,3.41,13,0,151008621,Chemical Engineering
Peter Kiss,77,190,SO,New York,NY,Rutgers,3.58,15,1,156005904,Electrical Engineering
Deshawn Freeman,79,227,SR,Rocky Mount,NC,Rutgers,2.75,8,3,152008968,Computer Engineering
Issa Thiam,82,190,SO,Dakar,Senegal,Rutgers,3.88,16,2,158005791,Sociology
Souf Mensah,74,220,JR,Nantes,France,Rutgers,4,5,2,151008479,Public Policy
Luke Nathan,82,230,FR,Randolph,NJ,Rutgers,3.13,9,1,157006209,Biology
